14585A Exported Waveform
Samplerate:0.00100352
Time,Active Instrument A Channel 1 Voltage Avg,Active Instrument A Channel 1 Current Avg,Active Instrument A Channel 1 Power Avg
0.36528128,0,0,0
0.3662848,0,0,0
0.36728832,0,0,0
0.36829184,0,0,0
0.36929536,0,0,0
0.37029888,0,0,0
0.3713024,0,0,0
0.37230592,0,0,0
0.37330944,0,0,0
0.37431296,0,0,0
0.37531648,0,0,0
0.37632,0,0,0
0.37732352,0,0,0
0.37832704,0,0,0
0.37933056,0,0,0
0.38033408,0,0,0
0.3813376,0,0,0
0.38234112,0,0,0
0.38334464,0,0,0
0.38434816,0,0,0
0.38535168,0,0,0
0.3863552,0,0,0
0.38735872,0,0,0
0.38836224,0,0,0
0.38936576,0,0,0
0.39036928,0,0,0
0.3913728,0,0,0
0.39237632,0,0,0
0.39337984,0,0,0
0.39438336,0,0,0
0.39538688,0,0,0
0.3963904,0,0,0
0.39739392,0,0,0
0.39839744,0,0,0
0.39940096,0,0,0
0.40040448,0,0,0
0.401408,0,0,0
0.40241152,0,0,0
0.40341504,0,0,0
0.40441856,0,0,0
0.40542208,0,0,0
0.4064256,0,0,0
0.40742912,0,0,0
0.40843264,0,0,0
0.40943616,0,0,0
0.41043968,0,0,0
0.4114432,0,0,0
0.41244672,0,0,0
0.41345024,0,0,0
0.41445376,0,0,0
0.41545728,0,0,0
0.4164608,0,0,0
0.41746432,0,0,0
0.41846784,0,0,0
0.41947136,0,0,0
0.42047488,0,0,0
0.4214784,0,0,0
0.42248192,0,0,0
0.42348544,0,0,0
0.42448896,0,0,0
0.42549248,0,0,0
0.426496,0,0,0
0.42749952,0,0,0
0.42850304,0,0,0
0.42950656,0,0,0
0.43051008,0,0,0
0.4315136,0,0,0
0.43251712,0,0,0
0.43352064,0,0,0
0.43452416,0,0,0
0.43552768,0,0,0
0.4365312,0,0,0
0.43753472,0,0,0
0.43853824,0,0,0
0.43954176,0,0,0
0.44054528,0,0,0
0.4415488,0,0,0
0.44255232,0,0,0
0.44355584,0,0,0
0.44455936,0,0,0
0.44556288,0,0,0
0.4465664,0,0,0
0.44756992,0,0,0
0.44857344,0,0,0
0.44957696,0,0,0
0.45058048,0,0,0
0.451584,0,0,0
0.45258752,0,0,0
0.45359104,0,0,0
0.45459456,0,0,0
0.45559808,0,0,0
0.4566016,0,0,0
0.45760512,0,0,0
0.45860864,0,0,0
0.45961216,0,0,0
0.46061568,0,0,0
0.4616192,0,0,0
0.46262272,0,0,0
0.46362624,0,0,0
0.46462976,0,0,0
0.46563328,0,0,0
0.4666368,0,0,0
0.46764032,0,0,0
0.46864384,0,0,0
0.46964736,0,0,0
0.47065088,0,0,0
0.4716544,0,0,0
0.47265792,0,0,0
0.47366144,0,0,0
0.47466496,0,0,0
0.47566848,0,0,0
0.476672,0,0,0
0.47767552,0,0,0
0.47867904,0,0,0
0.47968256,0,0,0
0.48068608,0,0,0
0.4816896,0,0,0
0.48269312,0,0,0
0.48369664,0,0,0
0.48470016,0,0,0
0.48570368,0,0,0
0.4867072,0,0,0
0.48771072,0,0,0
0.48871424,0,0,0
0.48971776,0,0,0
0.49072128,0,0,0
0.4917248,0,0,0
0.49272832,0,0,0
0.49373184,0,0,0
0.49473536,0,0,0
0.49573888,0,0,0
0.4967424,0,0,0
0.49774592,0,0,0
0.49874944,0,0,0
0.49975296,0,0,0
0.50075648,0,0,0
0.50176,0,0,0
0.50276352,0,0,0
0.50376704,0,0,0
0.50477056,0,0,0
0.50577408,0,0,0
0.5067776,0,0,0
0.50778112,0,0,0
0.50878464,0,0,0
0.50978816,0,0,0
0.51079168,0,0,0
0.5117952,0,0,0
0.51279872,0,0,0
0.51380224,0,0,0
0.51480576,0,0,0
0.51580928,0,0,0
0.5168128,0,0,0
0.51781632,0,0,0
0.51881984,0,0,0
0.51982336,0,0,0
0.52082688,0,0,0
0.5218304,0,0,0
0.52283392,0,0,0
0.52383744,0,0,0
0.52484096,0,0,0
0.52584448,0,0,0
0.526848,0,0,0
0.52785152,0,0,0
0.52885504,0,0,0
0.52985856,0,0,0
0.53086208,0,0,0
0.5318656,0,0,0
0.53286912,0,0,0
0.53387264,0,0,0
0.53487616,0,0,0
0.53587968,0,0,0
0.5368832,0,0,0
0.53788672,0,0,0
0.53889024,0,0,0
0.53989376,0,0,0
0.54089728,0,0,0
0.5419008,0,0,0
0.54290432,0,0,0
0.54390784,0,0,0
0.54491136,0,0,0
0.54591488,0,0,0
0.5469184,0,0,0
0.54792192,0,0,0
0.54892544,0,0,0
0.54992896,0,0,0
0.55093248,0,0,0
0.551936,0,0,0
0.55293952,0,0,0
0.55394304,0,0,0
0.55494656,0,0,0
0.55595008,0,0,0
0.5569536,0,0,0
0.55795712,0,0,0
0.55896064,0,0,0
0.55996416,0,0,0
0.56096768,0,0,0
0.5619712,0,0,0
0.56297472,0,0,0
0.56397824,0,0,0
0.56498176,0,0,0
0.56598528,0,0,0
0.5669888,0,0,0
0.56799232,0,0,0
0.56899584,0,0,0
0.56999936,0,0,0
0.57100288,0,0,0
0.5720064,0,0,0
0.57300992,0,0,0
0.57401344,0,0,0
0.57501696,0,0,0
0.57602048,0,0,0
0.577024,0,0,0
0.57802752,0,0,0
0.57903104,0,0,0
0.58003456,0,0,0
0.58103808,0,0,0
0.5820416,0,0,0
0.58304512,0,0,0
0.58404864,0,0,0
0.58505216,0,0,0
0.58605568,0,0,0
0.5870592,0,0,0
0.58806272,0,0,0
0.58906624,0,0,0
0.59006976,0,0,0
0.59107328,0,0,0
0.5920768,0,0,0
0.59308032,0,0,0
0.59408384,0,0,0
0.59508736,0,0,0
0.59609088,0,0,0
0.5970944,0,0,0
0.59809792,0,0,0
0.59910144,0,0,0
0.60010496,0,0,0
0.60110848,0,0,0
0.602112,0,0,0
0.60311552,0,0,0
0.60411904,0,0,0
0.60512256,0,0,0
0.60612608,0,0,0
0.6071296,0,0,0
0.60813312,0,0,0
0.60913664,0,0,0
0.61014016,0,0,0
0.61114368,0,0,0
0.6121472,0,0,0
0.61315072,0,0,0
0.61415424,0,0,0
0.61515776,0,0,0
0.61616128,0,0,0
0.6171648,0,0,0
0.61816832,0,0,0
0.61917184,0,0,0
0.62017536,0,0,0
0.62117888,0,0,0
0.6221824,0,0,0
0.62318592,0,0,0
0.62418944,0,0,0
0.62519296,0,0,0
0.62619648,0,0,0
0.6272,0,0,0
0.62820352,0,0,0
0.62920704,0,0,0
0.63021056,0,0,0
0.63121408,0,0,0
0.6322176,0,0,0
0.63322112,0,0,0
0.63422464,0,0,0
0.63522816,0,0,0
0.63623168,0,0,0
0.6372352,0,0,0
0.63823872,0,0,0
0.63924224,0,0,0
0.64024576,0,0,0
0.64124928,0,0,0
0.6422528,0,0,0
0.64325632,0,0,0
0.64425984,0,0,0
0.64526336,0,0,0
0.64626688,0,0,0
0.6472704,0,0,0
0.64827392,0,0,0
0.64927744,0,0,0
0.65028096,0,0,0
0.65128448,0,0,0
0.652288,0,0,0
0.65329152,0,0,0
0.65429504,0,0,0
0.65529856,0,0,0
0.65630208,0,0,0
0.6573056,0,0,0
0.65830912,0,0,0
0.65931264,0,0,0
0.66031616,0,0,0
0.66131968,0,0,0
0.6623232,0,0,0
0.66332672,0,0,0
0.66433024,0,0,0
0.66533376,0,0,0
0.66633728,0,0,0
0.6673408,0,0,0
0.66834432,0,0,0
0.66934784,0,0,0
0.67035136,0,0,0
0.67135488,0,0,0
0.6723584,0,0,0
0.67336192,0,0,0
0.67436544,0,0,0
0.67536896,0,0,0
0.67637248,0,0,0
0.677376,0,0,0
0.67837952,0,0,0
0.67938304,0,0,0
0.68038656,0,0,0
0.68139008,0,0,0
0.6823936,0,0,0
0.68339712,0,0,0
0.68440064,0,0,0
0.68540416,0,0,0
0.68640768,0,0,0
0.6874112,0,0,0
0.68841472,0,0,0
0.68941824,0,0,0
0.69042176,0,0,0
0.69142528,0,0,0
0.6924288,0,0,0
0.69343232,0,0,0
0.69443584,0,0,0
0.69543936,0,0,0
0.69644288,0,0,0
0.6974464,0,0,0
0.69844992,0,0,0
0.69945344,0,0,0
0.70045696,0,0,0
0.70146048,0,0,0
0.702464,0,0,0
0.70346752,0,0,0
0.70447104,0,0,0
0.70547456,0,0,0
0.70647808,0,0,0
0.7074816,0,0,0
0.70848512,0,0,0
0.70948864,0,0,0
0.71049216,0,0,0
0.71149568,0,0,0
0.7124992,0,0,0
0.71350272,0,0,0
0.71450624,0,0,0
0.71550976,0,0,0
0.71651328,0,0,0
0.7175168,0,0,0
0.71852032,0,0,0
0.71952384,0,0,0
0.72052736,0,0,0
0.72153088,0,0,0
0.7225344,0,0,0
0.72353792,0,0,0
0.72454144,0,0,0
0.72554496,0,0,0
0.72654848,0,0,0
0.727552,0,0,0
0.72855552,0,0,0
0.72955904,0,0,0
0.73056256,0,0,0
0.73156608,0,0,0
0.7325696,0,0,0
0.73357312,0,0,0
0.73457664,0,0,0
0.73558016,0,0,0
0.73658368,0,0,0
0.7375872,0,0,0
0.73859072,0,0,0
0.73959424,0,0,0
0.74059776,0,0,0
0.74160128,0,0,0
0.7426048,0,0,0
0.74360832,0,0,0
0.74461184,0,0,0
0.74561536,0,0,0
0.74661888,0,0,0
0.7476224,0,0,0
0.74862592,0,0,0
0.74962944,0,0,0
0.75063296,0,0,0
0.75163648,0,0,0
0.75264,0,0,0
0.75364352,0,0,0
0.75464704,0,0,0
0.75565056,0,0,0
0.75665408,0,0,0
0.7576576,0,0,0
0.75866112,0,0,0
0.75966464,0,0,0
0.76066816,0,0,0
0.76167168,0,0,0
0.7626752,0,0,0
0.76367872,0,0,0
0.76468224,0,0,0
0.76568576,0,0,0
0.76668928,0,0,0
0.7676928,0,0,0
0.76869632,0,0,0
0.76969984,0,0,0
0.77070336,0,0,0
0.77170688,0,0,0
0.7727104,0,0,0
0.77371392,0,0,0
0.77471744,0,0,0
0.77572096,0,0,0
0.77672448,0,0,0
0.777728,0,0,0
0.77873152,0,0,0
0.77973504,0,0,0
0.78073856,0,0,0
0.78174208,0,0,0
0.7827456,0,0,0
0.78374912,0,0,0
0.78475264,0,0,0
0.78575616,0,0,0
0.78675968,0,0,0
0.7877632,0,0,0
0.78876672,0,0,0
0.78977024,0,0,0
0.79077376,0,0,0
0.79177728,0,0,0
0.7927808,0,0,0
0.79378432,0,0,0
0.79478784,0,0,0
0.79579136,0,0,0
0.79679488,0,0,0
0.7977984,0,0,0
0.79880192,0,0,0
0.79980544,0,0,0
0.80080896,0,0,0
0.80181248,0,0,0
0.802816,0,0,0
0.80381952,0,0,0
0.80482304,0,0,0
0.80582656,0,0,0
0.80683008,0,0,0
0.8078336,0,0,0
0.80883712,0,0,0
0.80984064,0,0,0
0.81084416,0,0,0
0.81184768,0,0,0
0.8128512,0,0,0
0.81385472,0,0,0
0.81485824,0,0,0
0.81586176,0,0,0
0.81686528,0,0,0
0.8178688,0,0,0
0.81887232,0,0,0
0.81987584,0,0,0
0.82087936,0,0,0
0.82188288,0,0,0
0.8228864,0,0,0
0.82388992,0,0,0
0.82489344,0,0,0
0.82589696,0,0,0
0.82690048,0,0,0
0.827904,0,0,0
0.82890752,0,0,0
0.82991104,0,0,0
0.83091456,0,0,0
0.83191808,0,0,0
0.8329216,0,0,0
0.83392512,0,0,0
0.83492864,0,0,0
0.83593216,0,0,0
0.83693568,0,0,0
0.8379392,0,0,0
0.83894272,0,0,0
0.83994624,0,0,0
0.84094976,0,0,0
0.84195328,0,0,0
0.8429568,0,0,0
0.84396032,0,0,0
0.84496384,0,0,0
0.84596736,0,0,0
0.84697088,0,0,0
0.8479744,0,0,0
0.84897792,0,0,0
0.84998144,0,0,0
0.85098496,0,0,0
0.85198848,0,0,0
0.852992,0,0,0
0.85399552,0,0,0
0.85499904,0,0,0
0.85600256,0,0,0
0.85700608,0,0,0
0.8580096,0,0,0
0.85901312,0,0,0
0.86001664,0,0,0
0.86102016,0,0,0
0.86202368,0,0,0
0.8630272,0,0,0
0.86403072,0,0,0
0.86503424,0,0,0
0.86603776,0,0,0
0.86704128,0,0,0
0.8680448,0,0,0
0.86904832,0,0,0
0.87005184,0,0,0
0.87105536,0,0,0
0.87205888,0,0,0
0.8730624,0,0,0
0.87406592,0,0,0
0.87506944,0,0,0
0.87607296,0,0,0
0.87707648,0,0,0
0.87808,0,0,0
0.87908352,0,0,0
0.88008704,0,0,0
0.88109056,0,0,0
0.88209408,0,0,0
0.8830976,0,0,0
0.88410112,0,0,0
0.88510464,0,0,0
0.88610816,0,0,0
0.88711168,0,0,0
0.8881152,0,0,0
0.88911872,0,0,0
0.89012224,0,0,0
0.89112576,0,0,0
0.89212928,0,0,0
0.8931328,0,0,0
0.89413632,0,0,0
0.89513984,0,0,0
0.89614336,0,0,0
0.89714688,0,0,0
0.8981504,0,0,0
0.89915392,0,0,0
0.90015744,0,0,0
0.90116096,0,0,0
0.90216448,0,0,0
0.903168,0,0,0
0.90417152,0,0,0
0.90517504,0,0,0
0.90617856,0,0,0
0.90718208,0,0,0
0.9081856,0,0,0
0.90918912,0,0,0
0.91019264,0,0,0
0.91119616,0,0,0
0.91219968,0,0,0
0.9132032,0,0,0
0.91420672,0,0,0
0.91521024,0,0,0
0.91621376,0,0,0
0.91721728,0,0,0
0.9182208,0,0,0
0.91922432,0,0,0
0.92022784,0,0,0
0.92123136,0,0,0
0.92223488,0,0,0
0.9232384,0,0,0
0.92424192,0,0,0
0.92524544,0,0,0
0.92624896,0,0,0
0.92725248,0,0,0
0.928256,0,0,0
0.92925952,0,0,0
0.93026304,0,0,0
0.93126656,0,0,0
0.93227008,0,0,0
0.9332736,0,0,0
0.93427712,0,0,0
0.93528064,0,0,0
0.93628416,0,0,0
0.93728768,0,0,0
0.9382912,0,0,0
0.93929472,0,0,0
0.94029824,0,0,0
0.94130176,0,0,0
0.94230528,0,0,0
0.9433088,0,0,0
0.94431232,0,0,0
0.94531584,0,0,0
0.94631936,0,0,0
0.94732288,0,0,0
0.9483264,0,0,0
0.94932992,0,0,0
0.95033344,0,0,0
0.95133696,0,0,0
0.95234048,0,0,0
0.953344,0,0,0
0.95434752,0,0,0
0.95535104,0,0,0
0.95635456,0,0,0
0.95735808,0,0,0
0.9583616,0,0,0
0.95936512,0,0,0
0.96036864,0,0,0
0.96137216,0,0,0
0.96237568,0,0,0
0.9633792,0,0,0
0.96438272,0,0,0
0.96538624,0,0,0
0.96638976,0,0,0
0.96739328,0,0,0
0.9683968,0,0,0
0.96940032,0,0,0
0.97040384,0,0,0
0.97140736,0,0,0
0.97241088,0,0,0
0.9734144,0,0,0
0.97441792,0,0,0
0.97542144,0,0,0
0.97642496,0,0,0
0.97742848,0,0,0
0.978432,0,0,0
0.97943552,0,0,0
0.98043904,0,0,0
0.98144256,0,0,0
0.98244608,0,0,0
0.9834496,0,0,0
0.98445312,0,0,0
0.98545664,0,0,0
0.98646016,0,0,0
0.98746368,0,0,0
0.9884672,0,0,0
0.98947072,0,0,0
0.99047424,0,0,0
0.99147776,0,0,0
0.99248128,0,0,0
0.9934848,0,0,0
0.99448832,0,0,0
0.99549184,0,0,0
0.99649536,0,0,0
0.99749888,0,0,0
0.9985024,0,0,0
0.99950592,0,0,0
1.00050944,0,0,0
1.00151296,0,0,0
1.00251648,0,0,0
1.00352,0,0,0
1.00452352,0,0,0
1.00552704,0,0,0
1.00653056,0,0,0
1.00753408,0,0,0
1.0085376,0,0,0
1.00954112,0,0,0
1.01054464,0,0,0
1.01154816,0,0,0
1.01255168,0,0,0
1.0135552,0,0,0
1.01455872,0,0,0
1.01556224,0,0,0
1.01656576,0,0,0
1.01756928,0,0,0
1.0185728,0,0,0
1.01957632,0,0,0
1.02057984,0,0,0
1.02158336,0,0,0
1.02258688,0,0,0
1.0235904,0,0,0
1.02459392,0,0,0
1.02559744,0,0,0
1.02660096,0,0,0
1.02760448,0,0,0
1.028608,0,0,0
1.02961152,0,0,0
1.03061504,0,0,0
1.03161856,0,0,0
1.03262208,0,0,0
1.0336256,0,0,0
1.03462912,0,0,0
1.03563264,0,0,0
1.03663616,0,0,0
1.03763968,0,0,0
1.0386432,0,0,0
1.03964672,0,0,0
1.04065024,0,0,0
1.04165376,0,0,0
1.04265728,0,0,0
1.0436608,0,0,0
1.04466432,0,0,0
1.04566784,0,0,0
1.04667136,0,0,0
1.04767488,0,0,0
1.0486784,0,0,0
1.04968192,0,0,0
1.05068544,0,0,0
1.05168896,0,0,0
1.05269248,0,0,0
1.053696,0,0,0
1.05469952,0,0,0
1.05570304,0,0,0
1.05670656,0,0,0
1.05771008,0,0,0
1.0587136,0,0,0
1.05971712,0,0,0
1.06072064,0,0,0
1.06172416,0,0,0
1.06272768,0,0,0
1.0637312,0,0,0
1.06473472,0,0,0
1.06573824,0,0,0
1.06674176,0,0,0
1.06774528,0,0,0
1.0687488,0,0,0
1.06975232,0,0,0
1.07075584,0,0,0
1.07175936,0,0,0
1.07276288,0,0,0
1.0737664,0,0,0
1.07476992,0,0,0
1.07577344,0,0,0
1.07677696,0,0,0
1.07778048,0,0,0
1.078784,0,0,0
1.07978752,0,0,0
1.08079104,0,0,0
1.08179456,0,0,0
1.08279808,0,0,0
1.0838016,0,0,0
1.08480512,0,0,0
1.08580864,0,0,0
1.08681216,0,0,0
1.08781568,0,0,0
1.0888192,0,0,0
1.08982272,0,0,0
1.09082624,0,0,0
1.09182976,0,0,0
1.09283328,0,0,0
1.0938368,0,0,0
1.09484032,0,0,0
1.09584384,0,0,0
1.09684736,0,0,0
1.09785088,0,0,0
1.0988544,0,0,0
1.09985792,0,0,0
1.10086144,0,0,0
1.10186496,0,0,0
1.10286848,0,0,0
1.103872,0,0,0
1.10487552,0,0,0
1.10587904,0,0,0
1.10688256,0,0,0
1.10788608,0,0,0
1.1088896,0,0,0
1.10989312,0,0,0
1.11089664,0,0,0
1.11190016,0,0,0
1.11290368,0,0,0
1.1139072,0,0,0
1.11491072,0,0,0
1.11591424,0,0,0
1.11691776,0,0,0
1.11792128,0,0,0
1.1189248,0,0,0
1.11992832,0,0,0
1.12093184,0,0,0
1.12193536,0,0,0
1.12293888,0,0,0
1.1239424,0,0,0
1.12494592,0,0,0
1.12594944,0,0,0
1.12695296,0,0,0
1.12795648,0,0,0
1.12896,0,0,0
1.12996352,0,0,0
1.13096704,0,0,0
1.13197056,0,0,0
1.13297408,0,0,0
1.1339776,0,0,0
1.13498112,0,0,0
1.13598464,0,0,0
1.13698816,0,0,0
1.13799168,0,0,0
1.1389952,0,0,0
1.13999872,0,0,0
1.14100224,0,0,0
1.14200576,0,0,0
1.14300928,0,0,0
1.1440128,0,0,0
1.14501632,0,0,0
1.14601984,0,0,0
1.14702336,0,0,0
1.14802688,0,0,0
1.1490304,0,0,0
1.15003392,0,0,0
1.15103744,0,0,0
1.15204096,0,0,0
1.15304448,0,0,0
1.154048,0,0,0
1.15505152,0,0,0
1.15605504,0,0,0
1.15705856,0,0,0
1.15806208,0,0,0
1.1590656,0,0,0
